tmsNumber,d_count_1,d_count_2,d_count_3,d_count_4,d_count_5,d_count_6,d_count_7,d_count_9,d_speed_1,d_speed_2,d_speed_3,d_speed_4,d_speed_5,d_speed_6,d_speed_7,d_speed_9,d_count_light,d_count_heavy,d_speed_light,d_speed_heavy,n_count_1,n_count_2,n_count_3,n_count_4,n_count_5,n_count_6,n_count_7,n_count_9,n_speed_1,n_speed_2,n_speed_3,n_speed_4,n_speed_5,n_speed_6,n_speed_7,n_speed_9,n_count_light,n_count_heavy,n_speed_light,n_speed_heavy
1206,20690.55172413793,317.7241379310345,34.62068965517241,127.96551724137932,270.9310344827586,366.6206896551725,64.13793103448276,39.06896551724138,99.16624020890944,87.01169668409754,87.21228744154027,85.05936146103808,82.83862143683736,92.42227837282115,89.15727254370522,83.04930854142407,21121.310344827587,790.3103448275862,99.01574516965374,85.02192544724208,2661.206896551724,68.62068965517241,11.310344827586206,23.103448275862068,117.20689655172414,19.41379310344828,8.89655172413793,41.793103448275865,100.9559913112804,85.95096371929701,81.69532490835736,84.77575434726046,83.10555451375106,94.8992285313926,88.16168103926724,83.61381289736231,2689.5172413793102,262.0344827586207,100.86757279667924,84.01432456215592
1223,9951.03448275862,197.17241379310343,69.72413793103448,26.96551724137931,171.0344827586207,260.6551724137931,37.44827586206897,0.0,63.83929008585962,63.58477148627413,62.45752597456655,65.29968794291227,63.326278246400456,63.773715959775465,63.458445974692886,0.0,10249.137931034482,464.8965517241379,63.8342665345367,63.40451545845757,1187.4137931034484,53.3448275862069,12.79310344827586,4.379310344827586,50.72413793103448,13.96551724137931,3.586206896551724,0.0,65.51242367924613,64.36555419639933,63.69524981723257,63.29206597999701,65.70300826529137,65.28421007319668,63.353065134099616,0.0,1204.9655172413793,121.24137931034484,65.50712775290101,65.03612467143289
1237,38400.137931034486,837.9655172413793,88.3103448275862,285.3448275862069,679.0,561.2068965517242,94.03448275862068,70.10344827586206,93.00669529411032,82.36617279507355,82.16779680829156,82.16210592199828,78.90135415945441,87.78971343816859,84.3176158450665,79.2098576322941,39055.379310344826,1960.7241379310344,92.90759390861297,80.91014711855311,4586.758620689655,177.06896551724137,25.82758620689655,44.37931034482759,232.20689655172413,26.82758620689655,16.17241379310345,37.13793103448276,95.272008653877,82.01280484935116,80.14527323908457,82.14282177873677,78.63315537982723,90.53268952546112,82.8748848286634,80.22408358205692,4629.758620689655,516.6206896551724,95.20025344974349,80.21713351648927
1238,27706.758620689656,339.6551724137931,44.27586206896552,192.3793103448276,383.44827586206895,346.82758620689657,50.55172413793103,48.55172413793103,98.22427282480731,86.87106530837255,84.87244242936302,84.65522876960733,82.56662207803949,92.32370596825344,88.44207429120875,82.15326386899332,28104.13793103448,1008.3103448275862,98.12997497627605,84.50205029909455,3066.4137931034484,69.17241379310344,23.06896551724138,33.3448275862069,119.75862068965516,19.41379310344828,9.310344827586206,22.0,99.85901678528806,85.77688863146585,79.90404614246704,84.14507672906761,82.49064085224536,94.07638156735575,86.15105057777473,82.43044333942125,3095.137931034483,267.3448275862069,99.7775036809949,83.3088174001577
1239,10962.035714285714,134.03571428571428,127.96428571428572,9.464285714285714,19.178571428571427,137.25,13.607142857142858,0.0,74.71704669261126,73.83126029888702,74.28736898615038,71.63686254406069,73.11742906839135,73.63943642670401,71.07116017477225,0.0,11112.892857142857,290.6428571428572,74.70071965056104,74.06178724837967,1294.821428571429,16.821428571428573,19.857142857142858,1.8571428571428568,4.857142857142857,7.071428571428571,1.1071428571428572,0.0,78.36121859885618,73.80135067270047,74.85080950278156,67.7625,76.3236427263213,76.85743918779633,37.274234693877546,0.0,1303.0,43.392857142857146,78.34093738465444,74.87398374527864
1244,14177.07142857143,197.0,19.5,103.39285714285714,243.1071428571429,181.67857142857144,28.75,32.964285714285715,95.3889347371691,84.62682536481523,84.69580346362159,82.52431714324977,80.74931365837412,89.75225322290508,86.18546865463722,80.15980845087036,14387.5,595.9642857142857,95.2962500047914,82.34486195567305,1894.75,34.92857142857143,2.2142857142857144,16.964285714285715,54.71428571428572,10.607142857142858,4.357142857142857,7.571428571428571,96.53113333139572,83.82791167947815,76.66428571428571,82.75761274727301,81.0694247387041,92.13988514986411,84.11305272108844,79.9721706864564,1909.7142857142856,116.39285714285714,96.47375339150558,82.01462604165945
1246,21592.821428571428,291.07142857142856,47.46428571428572,188.75,382.5,307.92857142857144,52.5,54.75,98.85347576656068,87.02870141828215,86.37097300124701,84.46483120486197,83.08151642870773,92.83029394511998,88.68444052068942,82.36767209632926,21953.25,964.5357142857144,98.7430536650838,84.7055999834834,2451.428571428572,55.46428571428572,23.321428571428573,33.67857142857143,112.25,18.321428571428573,10.142857142857142,25.0,100.44070820076612,85.18617777065091,80.83617903818832,84.24444320195474,83.12470117252835,95.10599705438328,85.48884488527345,82.74793732649832,2479.8928571428573,249.7142857142857,100.33671463009937,83.4587603827263
1247,9281.785714285714,156.35714285714286,120.71428571428572,10.642857142857142,38.285714285714285,116.53571428571428,18.214285714285715,0.0,57.101852316227856,55.88296058100671,56.70314985489684,57.52011332213538,55.17394198951721,56.75000038498865,57.007391588606446,0.0,9416.535714285714,326.0,57.09785071401501,56.22318584525736,616.1071428571429,28.892857142857142,14.5,2.2857142857142856,4.5,6.571428571428571,3.392857142857143,0.0,62.01345653752954,59.765082841361576,57.99232279105387,56.782738095238095,59.23664965986394,55.19201388888889,51.99517431972789,0.0,626.0714285714286,50.17857142857143,61.92275760110569,59.63005455549685
1250,25730.35714285714,716.3928571428571,47.42857142857143,261.57142857142856,642.7142857142857,465.6785714285714,114.10714285714286,104.71428571428572,98.5311324999404,87.09841279332659,85.5816975375875,85.16090481438751,83.254766784868,92.39421510555576,88.44813026189422,83.45716001050828,26310.14285714286,1772.821428571429,98.3780094745176,85.05509813300208,3121.714285714286,144.75,19.571428571428573,47.535714285714285,211.25,23.5,21.892857142857142,51.75,100.09968990353318,86.4069409505756,82.76241216114488,84.79473503704105,83.3180696322986,94.68055372643128,85.4682076520287,84.26071186232858,3167.1071428571427,474.8571428571428,99.95950774743002,84.39280442813445
1251,30319.85714285714,855.2142857142857,198.9642857142857,279.07142857142856,714.4642857142857,493.57142857142856,128.21428571428572,0.0,96.42002427426816,86.64296975696935,86.58595026705139,85.18562205687873,83.45369651691044,89.90657459010477,90.64836464315184,0.0,30941.64285714286,2047.7142857142856,96.29181610186298,85.37179530649188,3718.107142857143,170.39285714285714,47.71428571428572,56.25,239.7142857142857,26.857142857142858,13.75,0.0,97.96099757494136,86.11829849938746,87.38236732780808,84.78048052516125,83.85599562807464,89.92802051334105,89.50161507447415,0.0,3758.714285714286,514.0714285714286,97.8730781346655,85.13755364837492
1254,12248.941176470587,260.11764705882354,86.17647058823529,35.411764705882355,244.64705882352945,272.29411764705884,40.35294117647059,0.0,81.23755058460112,78.84603564717146,74.015210003025,79.04555128783036,78.77431673696447,79.43946180000708,79.58216341534069,0.0,12561.588235294115,626.3529411764706,81.19363035841239,78.1129097128801,1465.7058823529412,58.88235294117647,15.882352941176473,3.294117647058824,81.05882352941177,12.058823529411764,3.823529411764706,0.0,84.17126853855389,77.25546776529181,73.68602607049155,72.28991596638654,80.76388436951301,82.11659507098864,77.70597572362279,0.0,1481.5882352941176,159.11764705882354,84.15232488327192,78.81558407723325
1256,10671.0,108.35714285714286,21.5,29.357142857142858,60.392857142857146,69.03571428571429,12.178571428571429,4.464285714285714,76.04495267153553,71.05622578043203,72.7739448832252,69.52411225130938,67.02525774975224,74.39907437678633,71.87400162754956,60.391419294990726,10752.214285714286,224.07142857142856,76.03024339402168,69.8105395904634,1106.5357142857142,25.857142857142858,6.107142857142857,4.142857142857143,19.5,4.142857142857143,3.321428571428572,1.0357142857142858,77.76340851885728,66.2950264384284,63.13564986600701,65.11597222222223,69.62287736802224,72.85769557823129,60.44036281179138,36.74404761904761,1114.0,56.642857142857146,77.73580399717245,68.21061523689052
1257,8758.964285714286,120.92857142857144,21.571428571428573,44.75,105.57142857142856,119.46428571428572,18.035714285714285,8.214285714285714,78.77852447358406,73.8788962004911,72.67665111340067,73.06999340482255,71.47747714169033,76.70623353987583,74.58081036782617,65.90771519133969,8896.464285714286,301.0357142857143,78.74328215284005,72.70494461208422,931.9642857142856,24.25,6.321428571428571,4.428571428571429,34.0,5.357142857142857,2.857142857142857,2.642857142857143,80.93121419779818,69.60534837741275,73.10279195011337,67.47959441352299,73.42562681610536,78.15824829931974,60.4439200680272,65.46819727891156,940.1785714285714,71.64285714285714,80.89280895874276,72.16457668895562
21201,33208.33884297521,706.4738292011019,120.5840220385675,482.3884297520661,355.25068870523415,642.0,245.8870523415978,10.170798898071626,71.75916802040177,63.094719636492776,63.27281370732335,59.97605386287282,61.05873391515643,66.90400772270874,64.89310292163759,61.87913018728818,34096.225895316806,1674.8677685950413,71.61028650602215,61.73583396894312,4424.984894259819,143.55589123867068,43.66465256797583,154.44712990936557,94.50151057401813,36.166163141993955,23.25679758308157,2.6253776435045317,80.6052667123863,69.00306250322119,67.25022839467073,65.54505080536485,66.72304932728349,75.05089303950095,72.43024859362231,62.5689344894783,4484.407854984895,438.79456193353474,80.51421303292449,67.13079412012424
